draw_date,n1,n2,n3,n4,n5,s1,s2,source_year,era,era_code,main_pool,star_pool,era_weight,main_numbers,star_numbers,zone_signature,star_zone_signature,sum,odd_count,even_count,low_count,high_count,ball_machine,ball_set,draw_order_1,draw_order_2,draw_order_3,draw_order_4,draw_order_5,star_order_1,star_order_2,source_url,metadata_status,fetched_at
2006-06-16,1,16,26,30,36,3,9,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[1, 16, 26, 30, 36]","[3, 9]",1-1-2-1-0,1-0-1,109,1,4,2,3,,,,,,,,,,,,
2006-06-23,9,21,30,43,44,1,9,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[9, 21, 30, 43, 44]","[1, 9]",1-0-2-0-2,1-0-1,147,3,2,2,3,,,,,,,,,,,,
2006-06-30,6,15,16,40,43,1,2,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[6, 15, 16, 40, 43]","[1, 2]",1-2-0-1-1,2-0-0,120,2,3,3,2,,,,,,,,,,,,
2006-07-07,7,9,18,35,43,5,7,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 9, 18, 35, 43]","[5, 7]",2-1-0-1-1,0-2-0,112,4,1,3,2,,,,,,,,,,,,
2006-07-14,1,7,17,31,36,2,8,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[1, 7, 17, 31, 36]","[2, 8]",2-1-0-2-0,1-1-0,92,4,1,3,2,,,,,,,,,,,,
2006-07-21,2,4,9,38,50,6,8,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 4, 9, 38, 50]","[6, 8]",3-0-0-1-1,0-2-0,103,1,4,3,2,,,,,,,,,,,,
2006-07-28,3,8,12,29,43,6,7,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[3, 8, 12, 29, 43]","[6, 7]",2-1-1-0-1,0-2-0,95,3,2,3,2,,,,,,,,,,,,
2006-08-04,1,14,15,26,32,3,7,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[1, 14, 15, 26, 32]","[3, 7]",1-2-1-1-0,1-1-0,88,2,3,3,2,,,,,,,,,,,,
2006-08-11,27,28,31,46,47,2,5,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[27, 28, 31, 46, 47]","[2, 5]",0-0-2-1-2,1-1-0,179,3,2,0,5,,,,,,,,,,,,
2006-08-18,12,37,39,40,50,1,2,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[12, 37, 39, 40, 50]","[1, 2]",0-1-0-3-1,2-0-0,178,2,3,1,4,,,,,,,,,,,,
2006-08-25,10,28,40,47,48,6,8,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[10, 28, 40, 47, 48]","[6, 8]",1-0-1-1-2,0-2-0,173,1,4,1,4,,,,,,,,,,,,
2006-09-01,3,7,25,45,50,6,9,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[3, 7, 25, 45, 50]","[6, 9]",2-0-1-0-2,0-1-1,130,4,1,3,2,,,,,,,,,,,,
2006-09-08,1,10,12,32,33,1,8,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[1, 10, 12, 32, 33]","[1, 8]",2-1-0-2-0,1-1-0,88,2,3,3,2,,,,,,,,,,,,
2006-09-15,6,10,16,26,49,7,9,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[6, 10, 16, 26, 49]","[7, 9]",2-1-1-0-1,0-1-1,107,1,4,3,2,,,,,,,,,,,,
2006-09-22,10,29,30,45,49,3,8,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[10, 29, 30, 45, 49]","[3, 8]",1-0-2-0-2,1-1-0,163,3,2,1,4,,,,,,,,,,,,
2006-09-29,1,3,6,18,24,5,8,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[1, 3, 6, 18, 24]","[5, 8]",3-1-1-0-0,0-2-0,52,2,3,5,0,,,,,,,,,,,,
2006-10-06,5,11,22,35,38,7,8,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 11, 22, 35, 38]","[7, 8]",1-1-1-2-0,0-2-0,111,3,2,3,2,,,,,,,,,,,,
2006-10-13,2,25,32,38,41,3,5,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 25, 32, 38, 41]","[3, 5]",1-0-1-2-1,1-1-0,138,2,3,2,3,,,,,,,,,,,,
2006-10-20,10,19,34,45,47,3,6,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[10, 19, 34, 45, 47]","[3, 6]",1-1-0-1-2,1-1-0,155,3,2,2,3,,,,,,,,,,,,
2006-10-27,3,4,8,44,50,7,8,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[3, 4, 8, 44, 50]","[7, 8]",3-0-0-0-2,0-2-0,109,1,4,3,2,,,,,,,,,,,,
2006-11-03,11,13,24,44,49,3,9,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[11, 13, 24, 44, 49]","[3, 9]",0-2-1-0-2,1-0-1,141,3,2,3,2,,,,,,,,,,,,
2006-11-10,14,21,27,30,36,2,3,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[14, 21, 27, 30, 36]","[2, 3]",0-1-3-1-0,2-0-0,128,2,3,2,3,,,,,,,,,,,,
2006-11-17,12,22,32,33,36,2,6,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[12, 22, 32, 33, 36]","[2, 6]",0-1-1-3-0,1-1-0,135,1,4,2,3,,,,,,,,,,,,
2006-11-24,5,8,17,25,40,1,5,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 8, 17, 25, 40]","[1, 5]",2-1-1-1-0,1-1-0,95,3,2,4,1,,,,,,,,,,,,
2006-12-01,4,8,16,37,41,2,5,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[4, 8, 16, 37, 41]","[2, 5]",2-1-0-1-1,1-1-0,106,2,3,3,2,,,,,,,,,,,,
2006-12-08,16,17,18,36,47,1,2,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[16, 17, 18, 36, 47]","[1, 2]",0-3-0-1-1,2-0-0,134,2,3,3,2,,,,,,,,,,,,
2006-12-15,9,23,35,37,42,3,7,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[9, 23, 35, 37, 42]","[3, 7]",1-0-1-2-1,1-1-0,146,4,1,2,3,,,,,,,,,,,,
2006-12-22,9,11,20,38,43,2,3,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[9, 11, 20, 38, 43]","[2, 3]",1-2-0-1-1,2-0-0,121,3,2,3,2,,,,,,,,,,,,
2006-12-29,6,9,13,14,35,3,4,2006,Era 1: 2004-2011,era_1,50,9,0.25,"[6, 9, 13, 14, 35]","[3, 4]",2-2-0-1-0,2-0-0,77,3,2,4,1,,,,,,,,,,,,
2007-01-05,17,19,29,36,45,5,6,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[17, 19, 29, 36, 45]","[5, 6]",0-2-1-1-1,0-2-0,146,4,1,2,3,,,,,,,,,,,,
2007-01-12,8,11,14,19,25,3,5,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[8, 11, 14, 19, 25]","[3, 5]",1-3-1-0-0,1-1-0,77,3,2,5,0,,,,,,,,,,,,
2007-01-19,5,13,27,33,42,2,4,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 13, 27, 33, 42]","[2, 4]",1-1-1-1-1,2-0-0,120,4,1,2,3,,,,,,,,,,,,
2007-01-26,11,15,23,30,38,4,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[11, 15, 23, 30, 38]","[4, 9]",0-2-2-1-0,1-0-1,117,3,2,3,2,,,,,,,,,,,,
2007-02-02,14,23,27,30,36,1,6,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[14, 23, 27, 30, 36]","[1, 6]",0-1-3-1-0,1-1-0,130,2,3,2,3,,,,,,,,,,,,
2007-02-09,14,16,30,36,46,2,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[14, 16, 30, 36, 46]","[2, 8]",0-2-1-1-1,1-1-0,142,0,5,2,3,,,,,,,,,,,,
2007-02-16,8,19,20,39,50,6,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[8, 19, 20, 39, 50]","[6, 9]",1-2-0-1-1,0-1-1,136,2,3,3,2,,,,,,,,,,,,
2007-02-23,2,15,18,20,22,2,5,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 15, 18, 20, 22]","[2, 5]",1-3-1-0-0,1-1-0,77,1,4,5,0,,,,,,,,,,,,
2007-03-02,3,16,34,38,48,5,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[3, 16, 34, 38, 48]","[5, 8]",1-1-0-2-1,0-2-0,139,1,4,2,3,,,,,,,,,,,,
2007-03-09,2,3,25,43,48,6,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 3, 25, 43, 48]","[6, 9]",2-0-1-0-2,0-1-1,121,3,2,3,2,,,,,,,,,,,,
2007-03-16,4,14,31,45,49,4,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[4, 14, 31, 45, 49]","[4, 9]",1-1-0-1-2,1-0-1,143,3,2,2,3,,,,,,,,,,,,
2007-03-23,5,13,17,40,43,1,3,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 13, 17, 40, 43]","[1, 3]",1-2-0-1-1,2-0-0,118,4,1,3,2,,,,,,,,,,,,
2007-03-30,9,17,19,41,46,1,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[9, 17, 19, 41, 46]","[1, 8]",1-2-0-0-2,1-1-0,132,4,1,3,2,,,,,,,,,,,,
2007-04-06,15,23,29,41,48,3,6,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[15, 23, 29, 41, 48]","[3, 6]",0-1-2-0-2,1-1-0,156,4,1,2,3,,,,,,,,,,,,
2007-04-13,7,20,25,38,41,3,7,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 20, 25, 38, 41]","[3, 7]",1-1-1-1-1,1-1-0,131,3,2,3,2,,,,,,,,,,,,
2007-04-20,23,26,32,41,45,3,7,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[23, 26, 32, 41, 45]","[3, 7]",0-0-2-1-2,1-1-0,167,3,2,1,4,,,,,,,,,,,,
2007-04-27,7,18,27,36,44,1,2,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 18, 27, 36, 44]","[1, 2]",1-1-1-1-1,2-0-0,132,2,3,2,3,,,,,,,,,,,,
2007-05-04,6,17,35,41,45,1,5,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[6, 17, 35, 41, 45]","[1, 5]",1-1-0-1-2,1-1-0,144,4,1,2,3,,,,,,,,,,,,
2007-05-11,7,12,26,29,49,2,6,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 12, 26, 29, 49]","[2, 6]",1-1-2-0-1,1-1-0,123,3,2,2,3,,,,,,,,,,,,
2007-05-18,26,34,37,39,49,2,6,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[26, 34, 37, 39, 49]","[2, 6]",0-0-1-3-1,1-1-0,185,3,2,0,5,,,,,,,,,,,,
2007-05-25,25,26,29,49,50,7,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[25, 26, 29, 49, 50]","[7, 8]",0-0-3-0-2,0-2-0,179,3,2,1,4,,,,,,,,,,,,
2007-06-01,6,22,37,41,42,6,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[6, 22, 37, 41, 42]","[6, 9]",1-0-1-1-2,0-1-1,148,2,3,2,3,,,,,,,,,,,,
2007-06-08,1,15,17,25,45,2,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[1, 15, 17, 25, 45]","[2, 8]",1-2-1-0-1,1-1-0,103,5,0,4,1,,,,,,,,,,,,
2007-06-15,5,7,14,21,40,3,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 7, 14, 21, 40]","[3, 8]",2-1-1-1-0,1-1-0,87,3,2,4,1,,,,,,,,,,,,
2007-06-22,11,16,17,22,34,5,6,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[11, 16, 17, 22, 34]","[5, 6]",0-3-1-1-0,0-2-0,100,2,3,4,1,,,,,,,,,,,,
2007-06-29,8,12,28,33,45,1,3,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[8, 12, 28, 33, 45]","[1, 3]",1-1-1-1-1,2-0-0,126,2,3,2,3,,,,,,,,,,,,
2007-07-06,4,5,19,39,41,8,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[4, 5, 19, 39, 41]","[8, 9]",2-1-0-1-1,0-1-1,108,4,1,3,2,,,,,,,,,,,,
2007-07-13,9,13,15,31,48,3,6,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[9, 13, 15, 31, 48]","[3, 6]",1-2-0-1-1,1-1-0,116,4,1,3,2,,,,,,,,,,,,
2007-07-20,10,21,25,26,50,4,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[10, 21, 25, 26, 50]","[4, 9]",1-0-3-0-1,1-0-1,132,2,3,3,2,,,,,,,,,,,,
2007-07-27,1,4,21,29,41,7,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[1, 4, 21, 29, 41]","[7, 8]",2-0-2-0-1,0-2-0,96,4,1,3,2,,,,,,,,,,,,
2007-08-03,10,30,33,37,41,1,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[10, 30, 33, 37, 41]","[1, 8]",1-0-1-2-1,1-1-0,151,3,2,1,4,,,,,,,,,,,,
2007-08-10,23,40,42,43,49,2,6,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[23, 40, 42, 43, 49]","[2, 6]",0-0-1-1-3,1-1-0,197,3,2,1,4,,,,,,,,,,,,
2007-08-17,2,3,13,38,42,7,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 3, 13, 38, 42]","[7, 8]",2-1-0-1-1,0-2-0,98,2,3,3,2,,,,,,,,,,,,
2007-08-24,1,3,16,42,48,2,3,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[1, 3, 16, 42, 48]","[2, 3]",2-1-0-0-2,2-0-0,110,2,3,3,2,,,,,,,,,,,,
2007-08-31,6,18,22,23,37,5,6,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[6, 18, 22, 23, 37]","[5, 6]",1-1-2-1-0,0-2-0,106,2,3,4,1,,,,,,,,,,,,
2007-09-07,2,3,33,34,42,3,5,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 3, 33, 34, 42]","[3, 5]",2-0-0-2-1,1-1-0,114,2,3,2,3,,,,,,,,,,,,
2007-09-14,5,9,11,29,33,7,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 9, 11, 29, 33]","[7, 9]",2-1-1-1-0,0-1-1,87,5,0,3,2,,,,,,,,,,,,
2007-09-21,1,17,32,35,37,1,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[1, 17, 32, 35, 37]","[1, 8]",1-1-0-3-0,1-1-0,122,4,1,2,3,,,,,,,,,,,,
2007-09-28,22,30,34,35,44,4,5,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[22, 30, 34, 35, 44]","[4, 5]",0-0-2-2-1,1-1-0,165,1,4,1,4,,,,,,,,,,,,
2007-10-05,11,20,27,35,44,2,5,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[11, 20, 27, 35, 44]","[2, 5]",0-2-1-1-1,1-1-0,137,3,2,2,3,,,,,,,,,,,,
2007-10-12,21,32,36,46,47,3,4,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[21, 32, 36, 46, 47]","[3, 4]",0-0-1-2-2,2-0-0,182,2,3,1,4,,,,,,,,,,,,
2007-10-19,7,18,34,35,40,7,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 18, 34, 35, 40]","[7, 8]",1-1-0-3-0,0-2-0,134,2,3,2,3,,,,,,,,,,,,
2007-10-26,7,20,38,40,43,1,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 20, 38, 40, 43]","[1, 8]",1-1-0-2-1,1-1-0,148,2,3,2,3,,,,,,,,,,,,
2007-11-02,3,16,18,19,40,1,2,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[3, 16, 18, 19, 40]","[1, 2]",1-3-0-1-0,2-0-0,96,2,3,4,1,,,,,,,,,,,,
2007-11-09,5,14,22,25,36,5,6,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 14, 22, 25, 36]","[5, 6]",1-1-2-1-0,0-2-0,102,2,3,4,1,,,,,,,,,,,,
2007-11-16,9,18,23,33,37,1,8,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[9, 18, 23, 33, 37]","[1, 8]",1-1-1-2-0,1-1-0,120,4,1,3,2,,,,,,,,,,,,
2007-11-23,2,10,22,29,48,3,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 10, 22, 29, 48]","[3, 9]",2-0-2-0-1,1-0-1,111,1,4,3,2,,,,,,,,,,,,
2007-11-30,12,19,20,30,38,7,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[12, 19, 20, 30, 38]","[7, 9]",0-3-1-1-0,0-1-1,119,1,4,3,2,,,,,,,,,,,,
2007-12-07,2,4,32,43,48,1,7,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 4, 32, 43, 48]","[1, 7]",2-0-0-1-2,1-1-0,129,1,4,2,3,,,,,,,,,,,,
2007-12-14,8,25,30,36,44,3,4,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[8, 25, 30, 36, 44]","[3, 4]",1-0-2-1-1,2-0-0,143,1,4,2,3,,,,,,,,,,,,
2007-12-21,7,9,28,37,44,6,7,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 9, 28, 37, 44]","[6, 7]",2-0-1-1-1,0-2-0,125,3,2,2,3,,,,,,,,,,,,
2007-12-28,20,21,22,31,45,7,9,2007,Era 1: 2004-2011,era_1,50,9,0.25,"[20, 21, 22, 31, 45]","[7, 9]",0-1-2-1-1,0-1-1,139,3,2,3,2,,,,,,,,,,,,
2008-01-04,10,12,24,25,41,3,5,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[10, 12, 24, 25, 41]","[3, 5]",1-1-2-0-1,1-1-0,112,2,3,4,1,,,,,,,,,,,,
2008-01-11,8,24,36,49,50,4,8,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[8, 24, 36, 49, 50]","[4, 8]",1-0-1-1-2,1-1-0,167,1,4,2,3,,,,,,,,,,,,
2008-01-18,14,16,23,40,46,4,8,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[14, 16, 23, 40, 46]","[4, 8]",0-2-1-1-1,1-1-0,139,1,4,3,2,,,,,,,,,,,,
2008-01-25,2,6,9,19,45,7,8,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 6, 9, 19, 45]","[7, 8]",3-1-0-0-1,0-2-0,81,3,2,4,1,,,,,,,,,,,,
2008-02-01,22,30,45,47,49,4,9,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[22, 30, 45, 47, 49]","[4, 9]",0-0-2-0-3,1-0-1,193,3,2,1,4,,,,,,,,,,,,
2008-02-08,17,28,30,38,44,1,4,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[17, 28, 30, 38, 44]","[1, 4]",0-1-2-1-1,2-0-0,157,1,4,1,4,,,,,,,,,,,,
2008-02-15,12,27,29,45,46,4,7,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[12, 27, 29, 45, 46]","[4, 7]",0-1-2-0-2,1-1-0,159,3,2,1,4,,,,,,,,,,,,
2008-02-22,4,27,32,46,50,8,9,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[4, 27, 32, 46, 50]","[8, 9]",1-0-1-1-2,0-1-1,159,1,4,1,4,,,,,,,,,,,,
2008-02-29,12,37,40,47,49,2,9,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[12, 37, 40, 47, 49]","[2, 9]",0-1-0-2-2,1-0-1,185,3,2,1,4,,,,,,,,,,,,
2008-03-07,2,7,14,17,35,1,6,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 7, 14, 17, 35]","[1, 6]",2-2-0-1-0,1-1-0,75,3,2,4,1,,,,,,,,,,,,
2008-03-14,13,21,25,35,48,4,8,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[13, 21, 25, 35, 48]","[4, 8]",0-1-2-1-1,1-1-0,142,4,1,3,2,,,,,,,,,,,,
2008-03-21,2,10,18,22,36,4,6,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 10, 18, 22, 36]","[4, 6]",2-1-1-1-0,1-1-0,88,0,5,4,1,,,,,,,,,,,,
2008-03-28,5,9,17,29,39,3,6,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 9, 17, 29, 39]","[3, 6]",2-1-1-1-0,1-1-0,99,5,0,3,2,,,,,,,,,,,,
2008-04-04,11,13,18,37,47,1,6,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[11, 13, 18, 37, 47]","[1, 6]",0-3-0-1-1,1-1-0,126,4,1,3,2,,,,,,,,,,,,
2008-04-11,6,25,30,45,50,5,7,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[6, 25, 30, 45, 50]","[5, 7]",1-0-2-0-2,0-2-0,156,2,3,2,3,,,,,,,,,,,,
2008-04-18,3,6,7,27,50,5,9,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[3, 6, 7, 27, 50]","[5, 9]",3-0-1-0-1,0-1-1,93,3,2,3,2,,,,,,,,,,,,
2008-04-25,4,19,26,27,30,3,8,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[4, 19, 26, 27, 30]","[3, 8]",1-1-3-0-0,1-1-0,106,2,3,2,3,,,,,,,,,,,,
2008-05-02,2,26,37,45,48,4,8,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 26, 37, 45, 48]","[4, 8]",1-0-1-1-2,1-1-0,158,2,3,1,4,,,,,,,,,,,,
2008-05-09,8,9,40,42,45,6,7,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[8, 9, 40, 42, 45]","[6, 7]",2-0-0-1-2,0-2-0,144,2,3,2,3,,,,,,,,,,,,
2008-05-16,6,9,15,25,38,4,9,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[6, 9, 15, 25, 38]","[4, 9]",2-1-1-1-0,1-0-1,93,3,2,4,1,,,,,,,,,,,,
2008-05-23,5,9,19,21,38,1,7,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 9, 19, 21, 38]","[1, 7]",2-1-1-1-0,1-1-0,92,4,1,4,1,,,,,,,,,,,,
2008-05-30,5,7,14,20,49,2,8,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 7, 14, 20, 49]","[2, 8]",2-2-0-0-1,1-1-0,95,3,2,4,1,,,,,,,,,,,,
2008-06-06,7,19,21,40,50,2,9,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 19, 21, 40, 50]","[2, 9]",1-1-1-1-1,1-0-1,137,3,2,3,2,,,,,,,,,,,,
2008-06-13,13,16,37,44,50,1,9,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[13, 16, 37, 44, 50]","[1, 9]",0-2-0-1-2,1-0-1,160,2,3,2,3,,,,,,,,,,,,
2008-06-20,8,11,36,37,45,3,5,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[8, 11, 36, 37, 45]","[3, 5]",1-1-0-2-1,1-1-0,137,3,2,2,3,,,,,,,,,,,,
2008-06-27,5,20,26,44,50,5,7,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[5, 20, 26, 44, 50]","[5, 7]",1-1-1-0-2,0-2-0,145,1,4,2,3,,,,,,,,,,,,
2008-07-04,7,19,22,27,48,5,7,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 19, 22, 27, 48]","[5, 7]",1-1-2-0-1,0-2-0,123,3,2,3,2,,,,,,,,,,,,
2008-07-11,9,11,13,19,37,3,4,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[9, 11, 13, 19, 37]","[3, 4]",1-3-0-1-0,2-0-0,89,5,0,4,1,,,,,,,,,,,,
2008-07-18,10,14,16,29,44,5,6,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[10, 14, 16, 29, 44]","[5, 6]",1-2-1-0-1,0-2-0,113,1,4,3,2,,,,,,,,,,,,
2008-07-25,7,11,15,24,29,2,7,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 11, 15, 24, 29]","[2, 7]",1-2-2-0-0,1-1-0,86,4,1,4,1,,,,,,,,,,,,
2008-08-01,1,22,25,40,50,1,8,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[1, 22, 25, 40, 50]","[1, 8]",1-0-2-1-1,1-1-0,138,2,3,3,2,,,,,,,,,,,,
2008-08-08,4,5,15,16,45,4,7,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[4, 5, 15, 16, 45]","[4, 7]",2-2-0-0-1,1-1-0,85,3,2,4,1,,,,,,,,,,,,
2008-08-15,11,17,18,26,31,5,6,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[11, 17, 18, 26, 31]","[5, 6]",0-3-1-1-0,0-2-0,103,3,2,3,2,,,,,,,,,,,,
2008-08-22,7,27,29,39,50,5,7,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 27, 29, 39, 50]","[5, 7]",1-0-2-1-1,0-2-0,152,4,1,1,4,,,,,,,,,,,,
2008-08-29,2,20,25,37,39,5,8,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[2, 20, 25, 37, 39]","[5, 8]",1-1-1-2-0,0-2-0,123,3,2,3,2,,,,,,,,,,,,
2008-09-05,7,12,16,17,39,3,8,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 12, 16, 17, 39]","[3, 8]",1-3-0-1-0,1-1-0,91,3,2,4,1,,,,,,,,,,,,
2008-09-12,19,23,33,37,50,3,7,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[19, 23, 33, 37, 50]","[3, 7]",0-1-1-2-1,1-1-0,162,4,1,2,3,,,,,,,,,,,,
2008-09-19,14,16,19,20,31,6,9,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[14, 16, 19, 20, 31]","[6, 9]",0-4-0-1-0,0-1-1,100,2,3,4,1,,,,,,,,,,,,
2008-09-26,14,29,31,33,37,1,2,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[14, 29, 31, 33, 37]","[1, 2]",0-1-1-3-0,2-0-0,144,4,1,1,4,,,,,,,,,,,,
2008-10-03,4,13,19,23,38,2,3,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[4, 13, 19, 23, 38]","[2, 3]",1-2-1-1-0,2-0-0,97,3,2,4,1,,,,,,,,,,,,
2008-10-10,4,15,22,31,41,1,6,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[4, 15, 22, 31, 41]","[1, 6]",1-1-1-1-1,1-1-0,113,3,2,3,2,,,,,,,,,,,,
2008-10-17,3,10,12,42,50,1,5,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[3, 10, 12, 42, 50]","[1, 5]",2-1-0-0-2,1-1-0,117,1,4,3,2,,,,,,,,,,,,
2008-10-24,7,15,16,17,45,6,9,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[7, 15, 16, 17, 45]","[6, 9]",1-3-0-0-1,0-1-1,100,4,1,4,1,,,,,,,,,,,,
2008-10-31,3,18,25,34,41,2,5,2008,Era 1: 2004-2011,era_1,50,9,0.25,"[3, 18, 25, 34, 41]","[2, 5]",1-1-1-1-1,1-1-0,121,3,2,3,2,,,,,,,,,,,,
