window,draw_date,strategy,sample_size,best_main_matches,best_star_matches,hit_2_main_or_better,hit_3_main_or_better,hit_2_main_plus_1_star_or_better
Last 150 draws,2025-02-21,Hybrid-zone only,800,2,1,True,False,False
Last 150 draws,2025-02-21,Most-common-zone only,800,2,1,True,False,False
Last 150 draws,2025-02-21,Pure random,800,1,1,False,False,False
Last 150 draws,2025-02-25,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-02-25,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-02-25,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-02-25,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-02-25,Pure random,800,1,2,False,False,False
Last 150 draws,2025-02-28,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-02-28,Pat-alyzer v2 scored,800,2,1,True,False,True
Last 150 draws,2025-02-28,Hybrid-zone only,800,2,1,True,False,False
Last 150 draws,2025-02-28,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-02-28,Pure random,800,1,1,False,False,False
Last 150 draws,2025-03-04,Era 3 diversified random,800,2,1,True,False,True
Last 150 draws,2025-03-04,Pat-alyzer v2 scored,800,2,1,True,False,True
Last 150 draws,2025-03-04,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-03-04,Most-common-zone only,800,1,0,False,False,False
Last 150 draws,2025-03-04,Pure random,800,1,2,False,False,False
Last 150 draws,2025-03-07,Era 3 diversified random,800,2,1,True,False,True
Last 150 draws,2025-03-07,Pat-alyzer v2 scored,800,3,1,True,True,True
Last 150 draws,2025-03-07,Hybrid-zone only,800,3,1,True,True,True
Last 150 draws,2025-03-07,Most-common-zone only,800,2,1,True,False,True
Last 150 draws,2025-03-07,Pure random,800,3,1,True,True,True
Last 150 draws,2025-03-11,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-03-11,Pat-alyzer v2 scored,800,2,2,True,False,True
Last 150 draws,2025-03-11,Hybrid-zone only,800,2,1,True,False,False
Last 150 draws,2025-03-11,Most-common-zone only,800,2,1,True,False,False
Last 150 draws,2025-03-11,Pure random,800,2,1,True,False,False
Last 150 draws,2025-03-14,Era 3 diversified random,800,3,1,True,True,True
Last 150 draws,2025-03-14,Pat-alyzer v2 scored,800,3,1,True,True,True
Last 150 draws,2025-03-14,Hybrid-zone only,800,2,1,True,False,False
Last 150 draws,2025-03-14,Most-common-zone only,800,3,1,True,True,True
Last 150 draws,2025-03-14,Pure random,800,2,1,True,False,False
Last 150 draws,2025-03-18,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-03-18,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-03-18,Hybrid-zone only,800,2,2,True,False,False
Last 150 draws,2025-03-18,Most-common-zone only,800,1,2,False,False,False
Last 150 draws,2025-03-18,Pure random,800,4,1,True,True,False
Last 150 draws,2025-03-21,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-03-21,Pat-alyzer v2 scored,800,2,1,True,False,True
Last 150 draws,2025-03-21,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-03-21,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-03-21,Pure random,800,1,1,False,False,False
Last 150 draws,2025-03-25,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-03-25,Pat-alyzer v2 scored,800,0,1,False,False,False
Last 150 draws,2025-03-25,Hybrid-zone only,800,0,2,False,False,False
Last 150 draws,2025-03-25,Most-common-zone only,800,0,1,False,False,False
Last 150 draws,2025-03-25,Pure random,800,1,1,False,False,False
Last 150 draws,2025-03-28,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-03-28,Pat-alyzer v2 scored,800,2,2,True,False,False
Last 150 draws,2025-03-28,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-03-28,Most-common-zone only,800,1,2,False,False,False
Last 150 draws,2025-03-28,Pure random,800,1,1,False,False,False
Last 150 draws,2025-04-01,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-04-01,Pat-alyzer v2 scored,800,0,2,False,False,False
Last 150 draws,2025-04-01,Hybrid-zone only,800,0,1,False,False,False
Last 150 draws,2025-04-01,Most-common-zone only,800,0,2,False,False,False
Last 150 draws,2025-04-01,Pure random,800,1,1,False,False,False
Last 150 draws,2025-04-04,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-04-04,Pat-alyzer v2 scored,800,1,2,False,False,False
Last 150 draws,2025-04-04,Hybrid-zone only,800,2,1,True,False,False
Last 150 draws,2025-04-04,Most-common-zone only,800,2,1,True,False,True
Last 150 draws,2025-04-04,Pure random,800,2,1,True,False,True
Last 150 draws,2025-04-08,Era 3 diversified random,800,2,2,True,False,False
Last 150 draws,2025-04-08,Pat-alyzer v2 scored,800,0,1,False,False,False
Last 150 draws,2025-04-08,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-04-08,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-04-08,Pure random,800,1,1,False,False,False
Last 150 draws,2025-04-11,Era 3 diversified random,800,2,2,True,False,True
Last 150 draws,2025-04-11,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-04-11,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-04-11,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-04-11,Pure random,800,2,1,True,False,True
Last 150 draws,2025-04-15,Era 3 diversified random,800,2,1,True,False,True
Last 150 draws,2025-04-15,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-04-15,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-04-15,Most-common-zone only,800,2,2,True,False,True
Last 150 draws,2025-04-15,Pure random,800,2,1,True,False,False
Last 150 draws,2025-04-18,Era 3 diversified random,800,2,1,True,False,True
Last 150 draws,2025-04-18,Pat-alyzer v2 scored,800,0,1,False,False,False
Last 150 draws,2025-04-18,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-04-18,Most-common-zone only,800,0,1,False,False,False
Last 150 draws,2025-04-18,Pure random,800,1,2,False,False,False
Last 150 draws,2025-04-22,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-04-22,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-04-22,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-04-22,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-04-22,Pure random,800,2,1,True,False,True
Last 150 draws,2025-04-25,Era 3 diversified random,800,3,2,True,True,True
Last 150 draws,2025-04-25,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-04-25,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-04-25,Most-common-zone only,800,1,2,False,False,False
Last 150 draws,2025-04-25,Pure random,800,2,1,True,False,True
Last 150 draws,2025-04-29,Era 3 diversified random,800,3,1,True,True,False
Last 150 draws,2025-04-29,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-04-29,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-04-29,Most-common-zone only,800,1,2,False,False,False
Last 150 draws,2025-04-29,Pure random,800,3,1,True,True,False
Last 150 draws,2025-05-02,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-05-02,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-05-02,Hybrid-zone only,800,2,1,True,False,False
Last 150 draws,2025-05-02,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-05-02,Pure random,800,2,1,True,False,False
Last 150 draws,2025-05-06,Era 3 diversified random,800,3,1,True,True,False
Last 150 draws,2025-05-06,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-05-06,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-05-06,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-05-06,Pure random,800,1,1,False,False,False
Last 150 draws,2025-05-09,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-05-09,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-05-09,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-05-09,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-05-09,Pure random,800,2,1,True,False,False
Last 150 draws,2025-05-13,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-05-13,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-05-13,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-05-13,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-05-13,Pure random,800,1,1,False,False,False
Last 150 draws,2025-05-16,Era 3 diversified random,800,1,0,False,False,False
Last 150 draws,2025-05-16,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-05-16,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-05-16,Most-common-zone only,800,2,1,True,False,True
Last 150 draws,2025-05-16,Pure random,800,2,1,True,False,True
Last 150 draws,2025-05-20,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-05-20,Pat-alyzer v2 scored,800,2,2,True,False,True
Last 150 draws,2025-05-20,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-05-20,Most-common-zone only,800,2,1,True,False,True
Last 150 draws,2025-05-20,Pure random,800,1,1,False,False,False
Last 150 draws,2025-05-23,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-05-23,Pat-alyzer v2 scored,800,3,2,True,True,True
Last 150 draws,2025-05-23,Hybrid-zone only,800,2,1,True,False,False
Last 150 draws,2025-05-23,Most-common-zone only,800,2,2,True,False,True
Last 150 draws,2025-05-23,Pure random,800,2,1,True,False,False
Last 150 draws,2025-05-27,Era 3 diversified random,800,2,2,True,False,False
Last 150 draws,2025-05-27,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-05-27,Hybrid-zone only,800,2,2,True,False,False
Last 150 draws,2025-05-27,Most-common-zone only,800,2,1,True,False,False
Last 150 draws,2025-05-27,Pure random,800,2,1,True,False,True
Last 150 draws,2025-05-30,Era 3 diversified random,800,2,2,True,False,True
Last 150 draws,2025-05-30,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-05-30,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-05-30,Most-common-zone only,800,3,1,True,True,True
Last 150 draws,2025-05-30,Pure random,800,2,1,True,False,False
Last 150 draws,2025-06-03,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-06-03,Pat-alyzer v2 scored,800,0,1,False,False,False
Last 150 draws,2025-06-03,Hybrid-zone only,800,0,1,False,False,False
Last 150 draws,2025-06-03,Most-common-zone only,800,0,0,False,False,False
Last 150 draws,2025-06-03,Pure random,800,2,1,True,False,False
Last 150 draws,2025-06-06,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-06-06,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-06-06,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-06-06,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-06-06,Pure random,800,1,1,False,False,False
Last 150 draws,2025-06-10,Era 3 diversified random,800,3,1,True,True,False
Last 150 draws,2025-06-10,Pat-alyzer v2 scored,800,2,1,True,False,True
Last 150 draws,2025-06-10,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-06-10,Most-common-zone only,800,2,2,True,False,True
Last 150 draws,2025-06-10,Pure random,800,2,1,True,False,True
Last 150 draws,2025-06-13,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-06-13,Pat-alyzer v2 scored,800,0,1,False,False,False
Last 150 draws,2025-06-13,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-06-13,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-06-13,Pure random,800,2,1,True,False,True
Last 150 draws,2025-06-17,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-06-17,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-06-17,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-06-17,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-06-17,Pure random,800,1,1,False,False,False
Last 150 draws,2025-06-20,Era 3 diversified random,800,1,2,False,False,False
Last 150 draws,2025-06-20,Pat-alyzer v2 scored,800,3,1,True,True,True
Last 150 draws,2025-06-20,Hybrid-zone only,800,2,1,True,False,False
Last 150 draws,2025-06-20,Most-common-zone only,800,2,1,True,False,True
Last 150 draws,2025-06-20,Pure random,800,2,1,True,False,False
Last 150 draws,2025-06-24,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-06-24,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-06-24,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-06-24,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-06-24,Pure random,800,1,1,False,False,False
Last 150 draws,2025-06-27,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-06-27,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-06-27,Hybrid-zone only,800,1,2,False,False,False
Last 150 draws,2025-06-27,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-06-27,Pure random,800,1,1,False,False,False
Last 150 draws,2025-07-01,Era 3 diversified random,800,2,1,True,False,True
Last 150 draws,2025-07-01,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-07-01,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-07-01,Most-common-zone only,800,2,1,True,False,False
Last 150 draws,2025-07-01,Pure random,800,1,1,False,False,False
Last 150 draws,2025-07-04,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-07-04,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-07-04,Hybrid-zone only,800,0,1,False,False,False
Last 150 draws,2025-07-04,Most-common-zone only,800,0,1,False,False,False
Last 150 draws,2025-07-04,Pure random,800,1,1,False,False,False
Last 150 draws,2025-07-08,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-07-08,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-07-08,Hybrid-zone only,800,2,1,True,False,False
Last 150 draws,2025-07-08,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-07-08,Pure random,800,1,1,False,False,False
Last 150 draws,2025-07-11,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-07-11,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-07-11,Hybrid-zone only,800,0,1,False,False,False
Last 150 draws,2025-07-11,Most-common-zone only,800,0,0,False,False,False
Last 150 draws,2025-07-11,Pure random,800,2,1,True,False,False
Last 150 draws,2025-07-15,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-07-15,Pat-alyzer v2 scored,800,1,2,False,False,False
Last 150 draws,2025-07-15,Hybrid-zone only,800,1,2,False,False,False
Last 150 draws,2025-07-15,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-07-15,Pure random,800,1,2,False,False,False
Last 150 draws,2025-07-18,Era 3 diversified random,800,1,2,False,False,False
Last 150 draws,2025-07-18,Pat-alyzer v2 scored,800,1,0,False,False,False
Last 150 draws,2025-07-18,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-07-18,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-07-18,Pure random,800,1,1,False,False,False
Last 150 draws,2025-07-22,Era 3 diversified random,800,3,1,True,True,True
Last 150 draws,2025-07-22,Pat-alyzer v2 scored,800,3,1,True,True,False
Last 150 draws,2025-07-22,Hybrid-zone only,800,3,1,True,True,True
Last 150 draws,2025-07-22,Most-common-zone only,800,2,0,True,False,False
Last 150 draws,2025-07-22,Pure random,800,2,1,True,False,True
Last 150 draws,2025-07-25,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-07-25,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-07-25,Hybrid-zone only,800,2,1,True,False,False
Last 150 draws,2025-07-25,Most-common-zone only,800,2,0,True,False,False
Last 150 draws,2025-07-25,Pure random,800,2,1,True,False,True
Last 150 draws,2025-07-29,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-07-29,Pat-alyzer v2 scored,800,1,0,False,False,False
Last 150 draws,2025-07-29,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-07-29,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-07-29,Pure random,800,2,1,True,False,False
Last 150 draws,2025-08-01,Era 3 diversified random,800,1,1,False,False,False
Last 150 draws,2025-08-01,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-08-01,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-08-01,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-08-01,Pure random,800,1,2,False,False,False
Last 150 draws,2025-08-05,Era 3 diversified random,800,2,2,True,False,False
Last 150 draws,2025-08-05,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-08-05,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-08-05,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-08-05,Pure random,800,2,1,True,False,False
Last 150 draws,2025-08-08,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-08-08,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-08-08,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-08-08,Most-common-zone only,800,2,1,True,False,True
Last 150 draws,2025-08-08,Pure random,800,2,1,True,False,False
Last 150 draws,2025-08-12,Era 3 diversified random,800,1,2,False,False,False
Last 150 draws,2025-08-12,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-08-12,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-08-12,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-08-12,Pure random,800,1,1,False,False,False
Last 150 draws,2025-08-15,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-08-15,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-08-15,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-08-15,Most-common-zone only,800,1,1,False,False,False
Last 150 draws,2025-08-15,Pure random,800,1,0,False,False,False
Last 150 draws,2025-08-19,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-08-19,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-08-19,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-08-19,Most-common-zone only,800,2,1,True,False,True
Last 150 draws,2025-08-19,Pure random,800,2,2,True,False,True
Last 150 draws,2025-08-22,Era 3 diversified random,800,2,1,True,False,False
Last 150 draws,2025-08-22,Pat-alyzer v2 scored,800,2,1,True,False,False
Last 150 draws,2025-08-22,Hybrid-zone only,800,2,1,True,False,True
Last 150 draws,2025-08-22,Most-common-zone only,800,2,1,True,False,False
Last 150 draws,2025-08-22,Pure random,800,1,1,False,False,False
Last 150 draws,2025-08-26,Era 3 diversified random,800,3,1,True,True,True
Last 150 draws,2025-08-26,Pat-alyzer v2 scored,800,3,1,True,True,True
Last 150 draws,2025-08-26,Hybrid-zone only,800,3,1,True,True,True
Last 150 draws,2025-08-26,Most-common-zone only,800,3,1,True,True,False
Last 150 draws,2025-08-26,Pure random,800,2,2,True,False,True
Last 150 draws,2025-08-29,Era 3 diversified random,800,1,2,False,False,False
Last 150 draws,2025-08-29,Pat-alyzer v2 scored,800,1,1,False,False,False
Last 150 draws,2025-08-29,Hybrid-zone only,800,1,1,False,False,False
Last 150 draws,2025-08-29,Most-common-zone only,800,1,1,False,False,False
